,tempo,valence
1359,120.0,0.53
1360,102.0,0.2
1361,80.0,0.43
1362,110.0,0.17
1363,125.0,0.28
1364,92.0,0.52
1365,80.0,0.26
1366,160.0,0.49
1367,95.0,0.93
1368,106.0,0.33
1369,144.0,0.24
1370,80.0,0.22
1371,95.0,0.57
1372,140.0,0.47
1373,120.0,0.38
1374,126.0,0.57
1375,110.0,0.4
1376,160.0,0.66
1377,120.0,0.18
1378,85.0,0.62
1379,110.0,0.29
1380,82.0,0.27
1381,143.0,0.88
1382,147.0,0.24
1383,108.0,0.73
1384,116.0,0.57
1385,138.0,0.33
1386,95.0,0.28
1387,132.0,0.08
1388,122.0,0.12
1389,105.0,0.82
1390,110.0,0.82
1391,100.0,0.72
1392,90.0,0.69
1393,121.0,0.62
1394,85.0,0.52
1395,118.0,0.38
1396,82.0,0.47
1397,100.0,0.38
1398,84.0,0.33
1399,90.0,0.58
1400,130.0,0.11
1401,182.0,0.51
1402,105.0,0.28
1403,140.0,0.4
1404,78.0,0.35
1405,146.0,0.3
1406,60.0,0.34
1407,78.0,0.16
1408,153.0,0.73
1409,100.0,0.47
1410,175.0,0.56
1411,139.0,0.41
1412,174.0,0.18
1413,128.0,0.31
1414,130.0,0.3
1415,78.0,0.25
1416,134.0,0.51
1417,79.0,0.33
1418,117.0,0.31
1419,107.0,0.39
1420,79.0,0.4
1421,137.0,0.35
1422,76.0,0.45
1423,158.0,0.3
1424,86.0,0.16
1425,86.0,0.62
1426,78.0,0.52
1427,126.0,0.7
1428,123.0,0.4
1429,126.0,0.16
1430,145.0,0.68
1431,170.0,0.34
1432,123.0,0.71
1433,122.0,0.33
1434,122.0,0.32
1435,150.0,0.28
1436,113.0,0.6
1437,155.0,0.55
1438,125.0,0.68
1439,128.0,0.03
1440,110.0,0.52
1441,128.0,0.31
1442,184.0,0.35
1443,174.0,0.62
1444,125.0,0.33
1445,75.0,0.42
1446,172.0,0.12
1447,162.0,0.48
1448,140.0,0.43
1449,156.0,0.47
1450,128.0,0.69
1451,77.0,0.45
1452,126.0,0.4
1453,128.0,0.2
1454,124.0,0.63
1455,125.0,0.3
1456,126.0,0.64
1457,119.0,0.17
1458,98.0,0.34
1459,124.0,0.11
1460,150.0,0.4
1461,140.0,0.53
1462,80.0,0.56
1463,142.0,0.22
1464,172.0,0.2
1465,126.0,0.47
1466,128.0,0.21
1467,150.0,0.58
1468,128.0,0.68
1469,128.0,0.21
1470,155.0,0.41
1471,98.0,0.19
1472,124.0,0.51
1473,124.0,0.34
1474,121.0,0.22
1475,128.0,0.38
1476,128.0,0.26
1477,81.0,0.81
1478,122.0,0.69
1479,106.0,0.41
1480,120.0,0.92
1481,147.0,0.5
1482,114.0,0.66
1483,103.0,0.44
1484,134.0,0.81
1485,102.0,0.71
1486,122.0,0.46
1487,102.0,0.78
1488,138.0,0.46
1489,100.0,0.38
1490,130.0,0.44
1491,99.0,0.67
1492,100.0,0.65
1493,155.0,0.5
1494,120.0,0.84
1495,106.0,0.46
1496,92.0,0.68
1497,180.0,0.65
1498,75.0,0.54
1499,130.0,0.04
1500,101.0,0.5
1501,141.0,0.2
1502,145.0,0.31
1503,120.0,0.53
1504,130.0,0.32
1505,114.0,0.27
1506,154.0,0.59
1507,126.0,0.31
1508,139.0,0.32
1509,176.0,0.26
1510,150.0,0.41
1511,130.0,0.45
1512,65.0,0.2
1513,116.0,0.23
1514,106.0,0.23
1515,102.0,0.16
1516,100.0,0.15
1517,109.0,0.17
1518,104.0,0.17
1519,95.0,0.07
1520,163.0,0.07
1521,77.0,0.24
1522,169.0,0.16
1523,87.0,0.26
1524,117.0,0.19
1525,120.0,0.15
1526,95.0,0.07
1527,169.0,0.23
1528,112.0,0.07
1529,88.0,0.09
1530,82.0,0.28
1531,48.0,0.16
1532,59.0,0.2
1533,121.0,0.3
1534,118.0,0.06
1535,75.0,0.19
1536,111.0,0.22
1537,111.0,0.16
1538,127.0,0.31
1539,127.0,0.18
1540,117.0,0.17
1541,117.0,0.17
1542,64.0,0.1
1543,99.0,0.1
1544,60.0,0.1
1545,98.0,0.38
1546,144.0,0.19
1547,118.0,0.06
1548,124.0,0.26
1549,64.0,0.09
1550,79.0,0.13
1551,100.0,0.11
1552,98.0,0.31
1553,160.0,0.06
1554,98.0,0.07
1555,107.0,0.13
1556,122.0,0.05
1557,116.0,0.06
1558,123.0,0.22
1559,107.0,0.19
1560,184.0,0.2
1561,65.0,0.19
1562,62.0,0.17
1563,80.0,0.07
1564,65.0,0.29
1565,77.0,0.18
1566,180.0,0.25
1567,107.0,0.15
1568,116.0,0.47
1569,109.0,0.12
1570,108.0,0.12
1571,100.0,0.19
1572,133.0,0.37
1573,95.0,0.13
1574,94.0,0.23
1575,181.0,0.3
1576,65.0,0.24
1577,94.0,0.62
1578,102.0,0.89
1579,110.0,0.88
1580,99.0,0.56
1581,108.0,0.85
1582,186.0,0.29
1583,69.0,0.93
1584,97.0,0.59
1585,93.0,0.67
1586,120.0,0.95
1587,111.0,0.44
1588,97.0,0.6
1589,159.0,0.94
1590,128.0,0.97
1591,110.0,0.55
1592,120.0,0.72
1593,78.0,0.85
1594,102.0,0.18
1595,117.0,0.09
1596,100.0,0.09
1597,104.0,0.2
1598,141.0,0.06
1599,94.0,0.2
1600,137.0,0.05
1601,134.0,0.06
1602,73.0,0.09
1603,99.0,0.12
1604,126.0,0.52
1605,126.0,0.49
1606,128.0,0.24
1607,130.0,0.28
1608,122.0,0.1
1609,128.0,0.16
1610,132.0,0.29
1611,128.0,0.31
1612,128.0,0.07
1613,136.0,0.19
1614,125.0,0.35
1615,126.0,0.25
1616,128.0,0.21
1617,127.0,0.62
1618,128.0,0.17
1619,128.0,0.11
1620,120.0,0.77
1621,128.0,0.21
1622,142.0,0.23
1623,145.0,0.58
1624,127.0,0.41
1625,126.0,0.22
1626,128.0,0.11
1627,125.0,0.13
1628,128.0,0.39
1629,128.0,0.07
1630,126.0,0.56
1631,128.0,0.06
1632,130.0,0.67
1633,128.0,0.21
1634,108.0,0.76
1635,126.0,0.48
1636,128.0,0.18
1637,130.0,0.29
1638,126.0,0.47
1639,90.0,0.16
1640,128.0,0.21
1641,128.0,0.33
1642,123.0,0.35
1643,117.0,0.46
1644,127.0,0.2
1645,126.0,0.35
1646,130.0,0.18
1647,98.0,0.27
1648,123.0,0.57
1649,128.0,0.14
1650,126.0,0.16
1651,126.0,0.36
1652,174.0,0.14
1653,115.0,0.05
1654,126.0,0.1
1655,128.0,0.24
1656,128.0,0.56
1657,130.0,0.53
1658,125.0,0.39
1659,128.0,0.36
1660,130.0,0.56
1661,124.0,0.23
1662,128.0,0.26
1663,128.0,0.33
1664,90.0,0.48
1665,126.0,0.64
1666,128.0,0.39
1667,128.0,0.18
1668,166.0,0.55
1669,164.0,0.93
1670,86.0,0.81
1671,113.0,0.81
1672,171.0,0.1
1673,98.0,0.36
1674,102.0,0.4
1675,85.0,0.88
1676,88.0,0.52
1677,92.0,0.28
1678,90.0,0.51
1679,87.0,0.4
1680,150.0,0.34
1681,167.0,0.46
1682,126.0,0.15
1683,110.0,0.25
1684,120.0,0.27
1685,185.0,0.46
1686,152.0,0.26
1687,127.0,0.32
1688,92.0,0.69
1689,110.0,0.62
1690,184.0,0.56
1691,153.0,0.36
1692,100.0,0.48
1693,100.0,0.5
1694,164.0,0.2
1695,81.0,0.46
1696,87.0,0.5
1697,150.0,0.71
1698,147.0,0.47
1699,123.0,0.48
1700,82.0,0.72
1701,103.0,0.51
1702,130.0,0.46
1703,125.0,0.5
1704,136.0,0.69
1705,138.0,0.46
1706,106.0,0.57
1707,117.0,0.49
1708,92.0,0.52
1709,125.0,0.77
1710,95.0,0.35
1711,202.0,0.77
1712,164.0,0.66
1713,160.0,0.61
1714,121.0,0.84
1715,99.0,0.85
1716,129.0,0.69
1717,92.0,0.29
1718,121.0,0.6
1719,89.0,0.73
1720,100.0,0.72
1721,99.0,0.6
1722,78.0,0.56
1723,188.0,0.57
1724,100.0,0.72
1725,117.0,0.2
1726,99.0,0.88
1727,75.0,0.45
1728,143.0,0.25
1729,90.0,0.56
1730,75.0,0.16
1731,123.0,0.49
1732,128.0,0.92
1733,115.0,0.68
1734,173.0,0.82
1735,166.0,0.46
1736,165.0,0.91
1737,168.0,0.3
1738,112.0,0.86
1739,120.0,0.88
1740,110.0,0.81
1741,98.0,0.8
1742,100.0,0.89
1743,162.0,0.35
1744,96.0,0.4
1745,104.0,0.73
1746,99.0,0.49
1747,168.0,0.67
1748,96.0,0.53
1749,110.0,0.92
1750,89.0,0.78
1751,129.0,0.86
1752,136.0,0.6
1753,96.0,0.67
1754,95.0,0.59
1755,87.0,0.46
1756,94.0,0.6
1757,128.0,0.19
1758,96.0,0.86
1759,105.0,0.64
1760,98.0,0.33
1761,133.0,0.73
1762,90.0,0.2
1763,123.0,0.36
1764,83.0,0.42
1765,91.0,0.73
1766,93.0,0.53
1767,128.0,0.29
1768,115.0,0.34
1769,124.0,0.65
1770,86.0,0.65
1771,100.0,0.59
1772,94.0,0.6
1773,132.0,0.92
1774,138.0,0.74
1775,89.0,0.68
1776,98.0,0.93
1777,128.0,0.46
1778,89.0,0.77
1779,130.0,0.25
1780,156.0,0.28
1781,112.0,0.44
1782,106.0,0.15
1783,162.0,0.69
1784,120.0,0.77
1785,125.0,0.46
1786,72.0,0.23
1787,108.0,0.35
1788,142.0,0.71
1789,88.0,0.25
1790,102.0,0.53
1791,130.0,0.4
1792,95.0,0.72
1793,115.0,0.49
1794,100.0,0.52
1795,123.0,0.55
1796,80.0,0.51
1797,79.0,0.52
1798,188.0,0.77
1799,81.0,0.24
1800,112.0,0.43
1801,178.0,0.4
1802,200.0,0.28
1803,98.0,0.51
1804,82.0,0.49
1805,136.0,0.4
1806,170.0,0.65
1807,81.0,0.25
1808,130.0,0.76
1809,128.0,0.45
1810,94.0,0.5
1811,144.0,0.35
1812,88.0,0.33
1813,123.0,0.75
1814,136.0,0.49
1815,98.0,0.56
1816,129.0,0.68
1817,108.0,0.33
1818,95.0,0.47
1819,148.0,0.3
1820,136.0,0.14
1821,134.0,0.66
1822,97.0,0.47
1823,111.0,0.72
1824,174.0,0.74
1825,160.0,0.47
1826,118.0,0.88
1827,117.0,0.86
1828,139.0,0.92
1829,115.0,0.95
1830,114.0,0.5
1831,100.0,0.27
1832,127.0,0.96
1833,80.0,0.53
1834,90.0,0.45
1835,86.0,0.66
1836,120.0,0.45
1837,139.0,0.17
1838,95.0,0.6
1839,123.0,0.44
1840,108.0,0.46
1841,93.0,0.2
1842,96.0,0.61
1843,104.0,0.81
1844,129.0,0.49
1845,170.0,0.78
1846,110.0,0.12
1847,154.0,0.26
1848,92.0,0.89
1849,130.0,0.55
1850,136.0,0.24
1851,128.0,0.41
1852,115.0,0.18
1853,88.0,0.76
1854,93.0,0.14
1855,131.0,0.26
1856,124.0,0.35
1857,92.0,0.77
1858,98.0,0.34
1859,130.0,0.38
1860,140.0,0.35
1861,151.0,0.46
1862,78.0,0.26
1863,139.0,0.58
1864,118.0,0.23
1865,139.0,0.31
1866,96.0,0.45
1867,170.0,0.4
1868,112.0,0.45
1869,149.0,0.41
1870,130.0,0.57
1871,125.0,0.39
1872,120.0,0.19
1873,121.0,0.31
1874,102.0,0.69
1875,105.0,0.67
1876,68.0,0.04
1877,102.0,0.74
1878,142.0,0.77
1879,104.0,0.83
1880,120.0,0.58
1881,153.0,0.5
1882,110.0,0.78
1883,95.0,0.5
1884,114.0,0.73
1885,100.0,0.47
1886,143.0,0.87
1887,111.0,0.93
1888,124.0,0.6
1889,168.0,0.46
1890,134.0,0.51
1891,96.0,0.64
1892,150.0,0.87
1893,103.0,0.6
1894,176.0,0.69
1895,97.0,0.9
1896,112.0,0.78
1897,156.0,0.49
1898,124.0,0.65
1899,93.0,0.37
1900,110.0,0.9
1901,117.0,0.96
1902,128.0,0.62
1903,93.0,0.89
1904,176.0,0.92
1905,102.0,0.82
1906,93.0,0.6
1907,91.0,0.67
1908,103.0,0.71
1909,110.0,0.88
1910,110.0,0.78
1911,76.0,0.76
1912,85.0,0.36
1913,136.0,0.52
1914,116.0,0.96
1915,99.0,0.45
1916,168.0,0.78
1917,104.0,0.96
1918,143.0,0.96
1919,108.0,0.62
1920,108.0,0.81
1921,90.0,0.57
1922,112.0,0.76
1923,102.0,0.46
1924,140.0,0.53
1925,156.0,0.61
1926,138.0,0.27
1927,100.0,0.77
1928,120.0,0.55
1929,142.0,0.47
1930,94.0,0.83
1931,123.0,0.56
1932,161.0,0.61
1933,126.0,0.77
1934,108.0,0.86
1935,119.0,0.77
1936,78.0,0.43
1937,169.0,0.93
1938,107.0,0.85
1939,130.0,0.85
1940,132.0,0.95
1941,122.0,0.96
1942,100.0,0.95
1943,145.0,0.68
1944,131.0,0.24
1945,118.0,0.4
1946,99.0,0.65
1947,136.0,0.49
1948,138.0,0.14
1949,77.0,0.5
1950,99.0,0.04
1951,83.0,0.81
1952,95.0,0.97
1953,133.0,0.41
1954,103.0,0.97
1955,120.0,0.96
1956,119.0,0.78
1957,115.0,0.73
1958,105.0,0.73
1959,104.0,0.57
1960,204.0,0.55
1961,98.0,0.52
1962,172.0,0.81
1963,133.0,0.26
1964,105.0,0.63
1965,104.0,0.3
1966,140.0,0.97
1967,132.0,0.89
1968,144.0,0.68
1969,96.0,0.51
1970,119.0,0.46
1971,80.0,0.71
1972,131.0,0.82
1973,172.0,0.52
1974,132.0,0.62
1975,90.0,0.55
1976,188.0,0.88
1977,130.0,0.84
1978,140.0,0.39
1979,150.0,0.38
1980,105.0,0.35
1981,77.0,0.17
1982,93.0,0.81
1983,119.0,0.96
1984,97.0,0.72
1985,128.0,0.62
1986,140.0,0.34
1987,134.0,0.49
1988,162.0,0.58
1989,96.0,0.7
1990,138.0,0.65
1991,148.0,0.82
1992,170.0,0.43
1993,145.0,0.63
1994,100.0,0.71
1995,100.0,0.13
1996,104.0,0.19
1997,160.0,0.55
1998,140.0,0.26
1999,150.0,0.26
2000,170.0,0.36
2001,131.0,0.27
2002,150.0,0.32
2003,160.0,0.31
2004,150.0,0.18
2005,150.0,0.11
2006,155.0,0.31
2007,145.0,0.49
2008,98.0,0.59
2009,150.0,0.33
2010,102.0,0.44
2011,128.0,0.33
2012,75.0,0.21
2013,110.0,0.87
2014,150.0,0.47
2015,150.0,0.62
2016,190.0,0.4
